Country Code,Country Name,Time,GDP,Export,Import,Private consumption,Government consumption,FDI inflows,CPI,Unemployment,Interest rate
GRC,Greece,2023,219965719224.04208,96143185900.2154,106569060266.16286,147156329598.63034,42424445061.59319,4265708098.54648,115.61014338928,,
GUY,Guyana,2010,3641452424.5685515,,,,,210027950.4677162,100.0,11.636,
GUY,Guyana,2011,3830671453.0056434,,,,,256112513.16050872,104.97773563707,11.819,
GUY,Guyana,2012,4032790343.8501096,,,,,275837642.86564714,107.488735061712,12.038,
GUY,Guyana,2013,4180123674.4704843,,,,,201151371.78274953,109.53236659187,12.303,
GUY,Guyana,2014,4250621228.2517514,,,,,244832511.93577203,110.466272954109,12.639,
GUY,Guyana,2015,4279840193.7046003,,,,,137700000.0,109.359694377327,13.004,
GUY,Guyana,2016,4442793237.239928,,,,,161206121.7751033,110.27395023836,13.257,
GUY,Guyana,2017,4608708975.078155,,,,,317728776.8174532,112.374289819108,13.462,
GUY,Guyana,2018,4813377725.773476,,,,,1186752046.164465,113.815875399987,13.627,
GUY,Guyana,2019,5071030135.731618,,,,,1661520436.530918,116.191475510903,13.172,
GUY,Guyana,2020,7275896377.20418,,,,,1721454755.9738572,117.345648454536,15.334,
GUY,Guyana,2021,8735443232.30197,,,,,2429544499.885151,123.251485665774,14.557,
GUY,Guyana,2022,14268000140.006552,,,,,426642474.56801337,130.788382420166,12.013,
GUY,Guyana,2023,19090957594.04492,,,,,7676653.3971345555,134.478057859335,12.025,
HKG,"Hong Kong SAR, China",2010,267552017779.8179,549344752174.0009,533627050915.8029,164211592513.20248,23703299039.83474,,100.0,4.329,4.716603381817282
HKG,"Hong Kong SAR, China",2011,280433874440.7549,596910278359.1,586113219742.0405,177501277757.79385,24429870927.93882,,105.305248929939,3.422,1.0607836114565632
HKG,"Hong Kong SAR, China",2012,285202060756.4322,615607408872.7914,612382912841.3649,184104568709.50958,25944655446.295097,,109.574228429827,3.285,1.4053567177457815
HKG,"Hong Kong SAR, China",2013,294047626477.7671,651639122362.1366,649874538197.1261,194315755224.54495,27306499907.610542,,114.327551250282,3.4,3.1307733308820023
HKG,"Hong Kong SAR, China",2014,302170465323.7168,643896294083.8992,643276979703.896,200925266020.91202,28641418226.85583,,119.384996620861,3.296,2.090160304454298
HKG,"Hong Kong SAR, China",2015,309385622601.3481,606079014416.0996,598687006159.8994,205513722707.77567,29833650466.023804,,122.955620635278,3.314,1.3087432141127906
HKG,"Hong Kong SAR, China",2016,316116094447.4368,591153309859.432,583936297219.7465,209437044261.5829,31473668688.56967,,125.917999549448,3.392,3.3075422805914054
HKG,"Hong Kong SAR, China",2017,328116190362.9939,619819357192.0166,616508229950.795,220138331199.17435,32254714551.050385,,127.799053840955,3.124,2.060071061178578
HKG,"Hong Kong SAR, China",2018,337457421078.42615,635565643201.7543,636286990634.2438,230463066268.50238,33493086033.856144,,130.874070736652,2.805,1.3333196670229805
HKG,"Hong Kong SAR, China",2019,331813812733.8955,589471602251.9673,584298262540.9081,230194198311.69824,36089517329.19409,,134.647443117819,2.917,2.9979447298741437
HKG,"Hong Kong SAR, China",2020,310097369914.1784,546715563108.5973,540732979057.03595,205727973451.75406,39524480482.59726,,134.985357062402,5.808,4.3340429855253175
HKG,"Hong Kong SAR, China",2021,330112320112.0021,673476219367.1323,655092772597.5679,214497218496.96582,41850417902.06635,,137.102951115116,5.174,4.287055146260827
HKG,"Hong Kong SAR, China",2022,317952397986.88446,618371906061.528,605361690390.9298,210933809425.74158,45584653517.440704,,139.682360892093,4.318,3.358586599993351
HKG,"Hong Kong SAR, China",2023,328370191789.5193,580426718452.0387,578058876771.185,231712361337.13913,43550225251.62836,,142.610948411804,2.949,2.9121909252780624
HUN,Hungary,2010,113077422068.68158,91714048743.34879,86343216443.12927,59552893996.832855,24199013052.616386,,100.0,11.172,4.929511313475531
HUN,Hungary,2011,115188393760.12456,99151516371.07661,92560193973.66055,60919145382.33356,23725706775.42271,,103.929920989351,11.029,6.27071635883203
HUN,Hungary,2012,113748278485.31766,97686340160.08337,90736167959.53955,61166021104.52724,22699588086.52065,,109.804190999656,11.003,5.937038459068452
HUN,Hungary,2013,115798616344.32082,98904550675.8857,91405971133.88094,60425579882.34765,22838969385.574883,,111.707317073171,10.177,3.387825757762282
HUN,Hungary,2014,120699456740.62273,105157551077.11002,98093812131.7254,60467608695.984886,24133241320.794228,,111.453108897286,7.725,0.7279278507400949
HUN,Hungary,2015,125174166987.37169,109560505848.76447,99881467426.81213,61387096023.55616,24676695336.20327,,111.384403984885,6.813,0.12332558257445306
HUN,Hungary,2016,127929252772.23383,110536936051.25298,99783780207.5147,64073088299.52117,25536093823.921253,,111.824115424253,5.115,0.7585822511169537
HUN,Hungary,2017,133394359768.37642,114611852393.5344,105793668157.40137,66821661112.237335,26936083004.211266,,114.450017176228,4.156,-2.449840291787091
HUN,Hungary,2018,140547430034.09918,117715943952.46378,111742510293.48645,69216966984.39159,27677393794.65329,,117.712126417039,3.708,-3.220353562632202
HUN,Hungary,2019,147383974295.8661,120161771947.13875,116759946511.92929,72532370048.42453,29603139471.864944,,121.642047406389,3.419,-2.855934221251753
HUN,Hungary,2020,140770787502.3494,110751527722.44662,108038180197.58043,69645534907.45322,30067043038.51941,,125.688766746822,4.25,-4.165625787277418
HUN,Hungary,2021,150710923361.94327,120480027645.07257,120187644782.90526,72746567286.39856,31496223714.839676,,132.112676056338,4.045,-3.2645011580861714
HUN,Hungary,2022,157618619387.2894,142511457507.93393,149510313267.56998,78539297863.80814,32528316536.74069,,151.411885949845,3.609,-3.1304103307255016
HUN,Hungary,2023,156187937314.84885,126831133323.3108,118846594238.60858,77328732157.71046,31287727026.478374,,177.341119890072,4.107,0.4819886518490585
ISL,Iceland,2010,15327572988.261784,7931441760.247031,6422278271.943382,7882014380.219215,3804462809.843515,286442227.6910517,100.0,7.564,3.6553690935997034
ISL,Iceland,2011,15610486135.636927,8514823374.706704,7315567952.112387,8095423014.549866,3883200269.729934,1135237385.005042,104.001026643431,7.028,4.463192564845991
ISL,Iceland,2012,15776524980.774536,8665422744.22735,7755648294.923942,8434342280.12783,3905662733.149696,1095328962.9919527,109.394415767139,6.0,4.72101402970896
ISL,Iceland,2013,16494745020.423021,8783080840.4076,7511999184.694298,8655497380.006538,4016487985.7168555,483442586.45618707,113.630473015855,5.376,5.901739894777145
ISL,Iceland,2014,16773046835.50699,8641322428.104805,7572442573.207206,8768920763.334848,4046314054.7001257,719801051.7900972,115.953778501939,4.897,3.4576444565286324
ISL,Iceland,2015,17517210519.091156,9047940782.564583,7736736412.413349,8703212634.899029,4103819029.4395638,1145767444.82301,117.847368154088,3.979,1.466679257836659
ISL,Iceland,2016,18621440660.001873,8842211641.615625,7606669937.824884,9175028041.381176,4284746810.947553,-954919388.6895517,119.847152693711,2.978,5.8436881413600545
ISL,Iceland,2017,19402600566.927147,8873243858.998056,8002933800.056993,9719880964.132605,4594004995.121608,-5492339098.554028,121.956960656067,2.742,6.260183009409876
ISL,Iceland,2018,20351227274.146957,9371081265.995546,8667617119.093952,10233973171.361141,4914253218.842566,-482584650.7508543,125.22896551876,2.704,4.212530387661994
ISL,Iceland,2019,20729999827.290714,9061756326.030807,8115690731.339315,10401325452.827639,5096963065.735903,-467377019.5390729,129.003331214359,3.507,2.3868477457271506
ISL,Iceland,2020,19291243912.706753,6425844872.866467,6687392765.9292555,10023500155.459644,5415165297.764244,-783476337.4419674,132.677248064403,5.478,1.67553661644041
ISL,Iceland,2021,20304846331.87765,7568132496.012766,7919019799.340153,10445027352.10646,5551066736.011886,365801036.4125278,138.573742998267,6.029,-0.909890205490951
ISL,Iceland,2022,22130761184.01706,10112429099.171738,10143268321.554756,11098859964.353266,5655552521.155917,1075474036.8165748,150.087495958498,3.789,-1.1827997535663821
ISL,Iceland,2023,23245527336.2072,10145201317.329754,10030672527.572363,11508004495.768982,5908923329.469817,510898748.09637475,163.199594369605,3.518,5.517036902811386
IRL,Ireland,2010,214511307254.18817,221395876833.37238,185883523399.9499,101686112090.70241,40026691615.33638,,100.0,14.534,
IRL,Ireland,2011,218048113700.2753,222970552204.6482,182655294176.0048,99405123840.6985,41235217214.43616,,102.548978302086,15.354,
IRL,Ireland,2012,217178189023.25186,225131763232.33218,187644308546.8553,97452460311.88309,39236790457.91337,,104.286918053508,15.451,
IRL,Ireland,2013,221939116603.51398,232522964423.08765,188757121117.9092,97715031074.86205,37325194049.6925,,104.82409943122,13.735,
IRL,Ireland,2014,242659427386.7663,267710061828.0268,221624709215.22696,100953825386.53973,38752318035.92703,,105.024225826838,11.858,
IRL,Ireland,2015,302391428540.03467,371713639723.9928,282073796598.7155,96196073513.85973,36598735049.639435,,104.676637876554,9.908,
IRL,Ireland,2016,306088582898.5877,380153389046.0591,323129308127.4554,101171876117.2626,38334746857.50891,,104.697703812935,8.374,
IRL,Ireland,2017,336849348481.59705,420438511491.24536,340684726579.55225,103753379343.47612,40162974884.653465,,105.07689066779,6.713,
IRL,Ireland,2018,362262415044.5728,445458162562.836,338563370448.52856,108690886589.54959,42578503422.87372,,105.571940172741,5.741,
IRL,Ireland,2019,380522434249.483,484296773143.7463,466041893865.3554,109652533883.84863,44956834851.20579,,106.562039182642,4.95,
IRL,Ireland,2020,407759845120.69116,552363216240.2693,467478621551.86694,100455014276.93176,51405218659.67905,,106.214451232357,5.623,
IRL,Ireland,2021,474043708510.2915,630739157869.1372,433104214212.21936,111981838696.24312,55393761827.38974,,108.7002317253,6.364,
IRL,Ireland,2022,514903922802.9653,703793544171.3828,491450308814.3072,122695834869.0882,56952742090.004974,,117.210870023173,4.501,
IRL,Ireland,2023,486429697970.11334,656963263927.9281,496925231199.78955,130195798064.0007,59194092315.2183,,124.594480724668,4.288,
ISR,Israel,2010,252438031645.29846,86031259821.96013,81304307894.63951,138498713129.63388,55449746256.014206,7380120407.987918,100.0,8.48,
ISR,Israel,2011,266480711976.3306,92414102675.06699,92780341230.59355,146689388833.8339,58171249473.96991,8623052780.298517,103.484949197607,7.139,
ISR,Israel,2012,273251466146.3919,96261494625.62889,96557764617.23032,148415480244.08755,60279322317.768776,9371710089.20082,105.22267590922,6.762,
ISR,Israel,2013,284811641782.0851,94693576028.6245,89481669261.36327,153579380087.43942,62986496317.88732,11332021137.060026,106.87494065141,6.137,
ISR,Israel,2014,295877497534.4113,94378476861.05966,89690392122.94495,159046162411.5212,65082961380.05236,5698149552.9739065,107.387712467952,5.789,
